access,area,bridge,from,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,tunnel,width,uid
yes,,,"197495804",residential,,"0","2","202.919",,Bishop Street,False,"19057321",,,"197422340",,,"10316"
,,,"197654639",residential,,"0",,"260.32800000000003",,Burton Avenue,False,"19070158",,,"197422739",,,"10496"
,,,"197422741",residential,,"0",,"92.469",,Beatrice Drive,False,"19052722",,,"197422739",,,"10495"
,,,"197654639",residential,,"0",,"260.32800000000003",,Burton Avenue,False,"19070158",,,"197422739",,,"10498"
,,,"197654639",residential,,"0",,"260.32800000000003",,Burton Avenue,False,"19070158",,,"197422739",,,"10497"
,,,"197619999",residential,,"0",,"281.496",,Burton Avenue,False,"19070158",,,"197422739",,,"10500"
,,,"197619999",residential,,"0",,"281.496",,Burton Avenue,False,"19070158",,,"197422739",,,"10499"
yes,,,"197471075",residential,,"0","2","52.34",25 mph,Highland Avenue,False,"19055540",,,"197423820",,,"10886"
yes,,,"197423820",residential,,"0",,"224.897",,Milton Street,False,"19052790",,,"197423814",,,"10885"
yes,,,"197466254",residential,,"0","2","319.72799999999995",25 mph,"['Liberty Hill', 'Highland Avenue']",False,"[19055540, 217872342]",,,"197423820",,,"10889"
yes,,,"197466254",residential,,"0","2","319.72799999999995",25 mph,"['Liberty Hill', 'Highland Avenue']",False,"[19055540, 217872342]",,,"197423820",,,"10888"
,,,"197424185",residential,,"0",,"146.135",25 mph,Justis Street,False,"19052808",,,"197424181",,,"11022"
,,,"197424185",residential,,"0",,"146.135",25 mph,Justis Street,False,"19052808",,,"197424181",,,"11021"
,,,"197500996",residential,,"0",,"126.08",25 mph,Rice Street,False,"19057738",,,"197424181",,,"11024"
,,,"197495001",residential,,"0",,"76.239",25 mph,Rice Street,False,"19057738",,,"197424181",,,"11023"
yes,,,"197423809",residential,,"0",,"78.188",,Milton Street,False,"19052790",,,"197423805",,,"10878"
,,,"197474028",residential,,"0","2","104.51",,Mansfield Street,False,"197700033",,,"197423805",,,"10877"
,,,"387550451",residential,,"0",,"97.40100000000001",,Broadway Street,False,"33833020",,,"197423809",,,"10880"
yes,,,"197423812",residential,,"0",,"100.878",,Milton Street,False,"19052790",,,"197423809",,,"10879"
,,,"387550454",residential,,"0",,"99.232",,Cumber Street,False,"19059170",,,"197423812",,,"10882"
yes,,,"197423814",residential,,"0",,"91.798",,Milton Street,False,"19052790",,,"197423812",,,"10881"
yes,,,"197423820",residential,,"0",,"224.897",,Milton Street,False,"19052790",,,"197423814",,,"10884"
,,,"1033860805",residential,,"0",,"21.956",,Young Street,False,"46138229",,,"197423814",,,"10883"
,,,"197436442",tertiary,,"0","['4', '5']","170.469",35 mph,Vine Street,False,"[547214473, 547214477]",,,"197424468",,,"11144"
,,,"197436442",tertiary,,"0","['4', '5']","170.469",35 mph,Vine Street,False,"[547214473, 547214477]",,,"197424468",,,"11143"
,,,"197424602",primary,,"0","4","256.94399999999996",40 mph,Paddock Road,False,"[547781425, 19052844]",SR 4,,"197424586",,,"11206"
yes,,,"197522712",tertiary,,"0","4","39.93",35 mph,Clifton Avenue,False,"207531402",,,"197424481",,,"11145"
,,,"197424602",primary,,"0","4","256.94399999999996",40 mph,Paddock Road,False,"[547781425, 19052844]",SR 4,,"197424586",,,"11208"
,,,"197424602",primary,,"0","4","256.94399999999996",40 mph,Paddock Road,False,"[547781425, 19052844]",SR 4,,"197424586",,,"11207"
yes,,,"197507883",primary,,"0","5","92.743",35 mph,Reading Road,False,"[547781426, 561047931]",US 42,,"197424586",,,"11210"
,,,"2471133018",primary,,"0","4","8.155000000000001",35 mph,Reading Road,False,"22768573",US 42,,"197424586",,,"11209"
,,,"197424481",tertiary,,"0","['2', '3']","628.9899999999999",30 mph,Woolper Avenue,False,"[547214474, 19052830]",,,"197424468",,,"11136"
,,,"197424481",tertiary,,"0","['2', '3']","628.9899999999999",30 mph,Woolper Avenue,False,"[547214474, 19052830]",,,"197424468",,,"11135"
,,,"197424481",tertiary,,"0","['2', '3']","628.9899999999999",30 mph,Woolper Avenue,False,"[547214474, 19052830]",,,"197424468",,,"11138"
,,,"197424481",tertiary,,"0","['2', '3']","628.9899999999999",30 mph,Woolper Avenue,False,"[547214474, 19052830]",,,"197424468",,,"11137"
,,,"197424481",tertiary,,"0","['2', '3']","628.9899999999999",30 mph,Woolper Avenue,False,"[547214474, 19052830]",,,"197424468",,,"11140"
,,,"197424481",tertiary,,"0","['2', '3']","628.9899999999999",30 mph,Woolper Avenue,False,"[547214474, 19052830]",,,"197424468",,,"11139"
,,,"197436436",tertiary,,"0","['4', '5']","101.97700000000002",35 mph,Vine Street,False,"[547214472, 547214471]",,,"197424468",,,"11142"
,,,"197630499",tertiary,,"0","['2', '3']","86.656",,Forest Avenue,False,"[547214475, 547214476, 19069093]",,,"197424468",,,"11141"
,,,"1819928677",residential,,"0","2","37.757999999999996",30 mph,Harvey Avenue,False,"236412034",,,"197427876",,,"12412"
,,,"197451057",residential,,"0","2","106.15599999999999",30 mph,Harvey Avenue,False,"236412034",,,"197427876",,,"12411"
,,,"197444199",residential,,"0",,"71.503",,Knott Street,False,"19071357",,,"197427878",,,"12414"
,,,"197656020",residential,,"0",,"106.111",,Knott Street,False,"19071357",,,"197427878",,,"12413"
yes,,,"197638445",tertiary,,"0","4","41.178",35 mph,Ludlow Avenue,False,"207531411",,,"197428476",,,"12613"
yes,,,"197558561",tertiary,,"0","4","35.059",35 mph,Ludlow Avenue,False,"207531411",,,"197428476",,,"12612"
,,,"197428481",residential,,"0","2","209.84900000000002",,Lyleburn Place,False,"19053039",,,"197428476",,,"12615"
,,,"197428481",residential,,"0","2","209.84900000000002",,Lyleburn Place,False,"19053039",,,"197428476",,,"12614"
,,,"197424622",primary,,"0","4","639.982",40 mph,Paddock Road,False,"547781425",SR 4,,"197424602",,,"11217"
,,,"197622689",residential,,"0",,"135.329",,Stratford Place,False,"19066695",,,"197424602",,,"11211"
,,,"197427878",residential,,"0",,"299.879",,Hickory Street,False,"170856736",,,"197427876",,,"12406"
,,,"197427878",residential,,"0",,"299.879",,Hickory Street,False,"170856736",,,"197427876",,,"12405"
,,,"439041743",residential,,"0",,"240.491",,Hickory Street,False,"[170856736, 37511173]",,,"197427876",,,"12408"
,,,"197427878",residential,,"0",,"299.879",,Hickory Street,False,"170856736",,,"197427876",,,"12407"
,,,"439041743",residential,,"0",,"240.491",,Hickory Street,False,"[170856736, 37511173]",,,"197427876",,,"12410"
,,,"439041743",residential,,"0",,"240.491",,Hickory Street,False,"[170856736, 37511173]",,,"197427876",,,"12409"
,,,"197643555",residential,,"0",,"45.216",,Milton Court,False,"19069338",,,"197431977",,,"14169"
,,,"197578662",residential,,"0",,"57.742",,Ridgeway Avenue,False,"19067505",,,"197431977",,,"14168"
,,,"2880570093",residential,,"0",,"170.641",25 mph,Maplewood Avenue,False,"19053227",,,"197431984",,,"14171"
,,,"2880570093",residential,,"0",,"170.641",25 mph,Maplewood Avenue,False,"19053227",,,"197431984",,,"14170"
,,,"197518784",residential,,"0",,"78.994",25 mph,Kinsey Avenue,False,"19068047",,,"197431984",,,"14173"
,,,"197471090",residential,,"0",,"106.674",25 mph,Kinsey Avenue,False,"19068047",,,"197431984",,,"14172"
,,,"197557144",residential,,"0",,"186.355",,Helen Street,False,"19062417",,,"197431993",,,"14175"
,,,"197432006",residential,,"0",,"22.198",,Helen Street,False,"19062417",,,"197431993",,,"14174"
,,,"197464058",tertiary,,"0","2","118.656",30 mph,West McMicken Avenue,False,"213530551",,,"197428997",,,"12783"
,,,"197428997",residential,,"0","2","124.47900000000001",,Hallmar Avenue,True,"[562411643, 19053068]",,,"197429004",,,"12782"
yes,,,"197456498",residential,,"0","2","211.284",25 mph,Whittier Street,False,"19054709",,,"197431963",,,"14162"
,,,"197465362",tertiary,,"0","4","105.32600000000001",,Marshall Avenue,False,"[562411639, 562411638, 320138775]",,,"197428997",,,"12784"
,,,"197484293",residential,,"0",,"78.406",,Melbourne Street,False,"19062668",,,"197431965",,,"14165"
,,,"197431965",residential,,"0","2","105.36699999999999",,Fredonia Avenue,False,"28014304",,,"197431963",,,"14164"
,,,"197484766",residential,,"0",,"71.164",,Ridgeway Avenue,False,"19067505",,,"197431977",,,"14167"
,,,"197431977",residential,,"0","2","134.22",,Fredonia Avenue,False,"28014304",,,"197431965",,,"14166"
yes,,,"197569035",residential,,"0",,"207.883",25 mph,McGregor Avenue,False,"19070418",,,"197432004",,,"14185"
,,,"197432006",residential,,"0",,"107.271",,Maplewood Avenue,False,"19053229",,,"197432004",,,"14184"
yes,,,"197471088",residential,,"0",,"89.042",25 mph,McGregor Avenue,False,"19070418",,,"197432004",,,"14187"
yes,,,"197569035",residential,,"0",,"207.883",25 mph,McGregor Avenue,False,"19070418",,,"197432004",,,"14186"
,,,"197432121",residential,,"0",,"144.348",,Dick Street,False,"19053239",,,"197432120",,,"14268"
,,,"197471089",residential,,"0",,"86.48",,Helen Street,False,"19062417",,,"197432006",,,"14188"
,,,"2444472633",tertiary,,"0","2","76.656",,Forest Avenue,False,"547214475",,,"197432120",,,"14270"
,,,"197432121",residential,,"0",,"144.348",,Dick Street,False,"19053239",,,"197432120",,,"14269"
,,,"197432000",residential,,"0",,"68.272",,Maplewood Avenue,False,"19053229",,,"197431998",,,"14177"
,,,"197557144",residential,,"0",,"186.355",,Helen Street,False,"19062417",,,"197431993",,,"14176"
,,,"2079353618",residential,,"0",,"153.725",,Earnshaw Avenue,False,"[197726123, 56225317]",,,"197431998",,,"14179"
,,,"197471085",residential,,"0",,"98.13399999999999",,Earnshaw Avenue,False,"19065868",,,"197431998",,,"14178"
,,,"197508486",residential,,"0","1","109.297",25 mph,Gilman Avenue,False,"19058378",,,"197432000",,,"14181"
,,,"2079353618",residential,,"0",,"153.725",,Earnshaw Avenue,False,"[197726123, 56225317]",,,"197431998",,,"14180"
,,,"197432004",residential,,"0",,"140.792",,Maplewood Avenue,False,"19053229",,,"197432000",,,"14183"
,,,"197432004",residential,,"0",,"140.792",,Maplewood Avenue,False,"19053229",,,"197432000",,,"14182"
yes,,,"197459401",residential,,"0",,"99.988",25 mph,Ohio Avenue,False,"19054902",,,"197432556",,,"14393"
yes,,,"197459402",residential,,"0",,"44.471",25 mph,Ohio Avenue,False,"19054902",,,"197432556",,,"14392"
,,,"197432706",residential,,"0",,"144.048",25 mph,Winkler Street,False,"19053271",,,"197432702",,,"14449"
,,,"197432706",residential,,"0",,"144.048",25 mph,Winkler Street,False,"19053271",,,"197432702",,,"14448"
yes,,,"197500992",residential,,"0",,"244.98499999999999",25 mph,Rice Street,False,"19057736",,,"197432702",,,"14451"
yes,,,"197500996",residential,,"0",,"74.89",25 mph,Rice Street,False,"19057736",,,"197432702",,,"14450"
yes,,,"197500992",residential,,"0",,"244.98499999999999",25 mph,Rice Street,False,"19057736",,,"197432702",,,"14453"
yes,,,"197500992",residential,,"0",,"244.98499999999999",25 mph,Rice Street,False,"19057736",,,"197432702",,,"14452"
,,,"197469073",residential,,"0",,"75.291",,Tallant Avenue,False,"19055420",,,"197432121",,,"14272"
,,,"197640077",tertiary,,"0","2","75.817",,Forest Avenue,False,"547214475",,,"197432120",,,"14271"
,,,"197444960",residential,,"0","2","324.374",,Straight Street,False,"79630251",,,"197432124",,,"14274"
,,,"197432123",residential,,"0",,"114.048",,Dick Street,False,"19053239",,,"197432121",,,"14273"
,,,"197444960",residential,,"0","2","324.374",,Straight Street,False,"79630251",,,"197432124",,,"14276"
,,,"197444960",residential,,"0","2","324.374",,Straight Street,False,"79630251",,,"197432124",,,"14275"
,,,"197432558",residential,,"0",,"99.172",,Conklin Street,False,"19053262",,,"197432556",,,"14391"
,,,"197444956",residential,,"0","2","75.71799999999999",,Straight Street,False,"79630251",,,"197432124",,,"14277"
yes,,,"197432822",residential,,"0","2","178.89199999999997",,Lyon Street,False,"19053278",,,"197432821",,,"14497"
yes,,,"197570680",residential,,"0","2","58.686",,Moerlein Avenue,False,"19066406",,,"197432821",,,"14496"
yes,,,"197466146",residential,,"0","2","92.324",,Moerlein Avenue,False,"19066406",,,"197432821",,,"14499"
yes,,,"197432822",residential,,"0","2","178.89199999999997",,Lyon Street,False,"19053278",,,"197432821",,,"14498"
yes,,,"197486297",tertiary,,"0","2","118.28800000000001",35 mph,West Clifton Avenue,False,"19056475",,,"197432822",,,"14501"
yes,,,"197466151",tertiary,,"0","['2', '3']","92.369",35 mph,West Clifton Avenue,False,"[546760769, 19056475]",,,"197432822",,,"14500"
,,,"197459506",residential,,"0","2","254.69500000000002",,"['Van Lear Street', 'Ohio Avenue']",False,"[58743525, 19053334]",,,"197433439",,,"14696"
,,,"5414816018",residential,,"0",,"100.528",,Lee Place,False,"19053300",,,"197432989",,,"14559"
,,,"197506338",residential,,"0",,"77.019",25 mph,Calumet Street,False,"19058122",,,"197432706",,,"14455"
,,,"197432710",residential,,"0",,"42.296",25 mph,Winkler Street,False,"19053271",,,"197432706",,,"14454"
yes,,,"197432821",residential,,"0","2","193.245",,Lyon Street,False,"19053278",,,"197432820",,,"14491"
yes,,,"197432821",residential,,"0","2","193.245",,Lyon Street,False,"19053278",,,"197432820",,,"14490"
yes,,,"197459402",residential,,"0",,"267.57099999999997",25 mph,Ohio Avenue,False,"19054902",,,"197432820",,,"14493"
yes,,,"197459406",residential,,"0","3","92.876",25 mph,Ohio Avenue,False,"[561979040, 19054902]",,,"197432820",,,"14492"
yes,,,"197459402",residential,,"0",,"267.57099999999997",25 mph,Ohio Avenue,False,"19054902",,,"197432820",,,"14495"
yes,,,"197459402",residential,,"0",,"267.57099999999997",25 mph,Ohio Avenue,False,"19054902",,,"197432820",,,"14494"
,,,"197557479",residential,,"0",,"91.953",,Ormond Avenue,False,"19062464",,,"197418906",,,"8814"
yes,,,"197522703",secondary,,"0","['5', '4']","91.225",35 mph,Clifton Avenue,False,"[547073680, 547073681]",,,"197418905",,,"8813"
,,,"197418911",residential,,"0","2","230.445",,Terrace Avenue,False,"19052465",,,"197418906",,,"8816"
,,,"197418911",residential,,"0","2","230.445",,Terrace Avenue,False,"19052465",,,"197418906",,,"8815"
,,,"197418913",residential,,"0","2","437.852",,Terrace Avenue,False,"19052465",,,"197418911",,,"8818"
,,,"197418913",residential,,"0","2","437.852",,Terrace Avenue,False,"19052465",,,"197418911",,,"8817"
,,,"197418913",residential,,"0","2","437.852",,Terrace Avenue,False,"19052465",,,"197418911",,,"8820"
,,,"197418913",residential,,"0","2","437.852",,Terrace Avenue,False,"19052465",,,"197418911",,,"8819"
,,,"197417328",residential,,"0",,"152.881",,West Cliff Lane,False,"19052370",,,"197417317",,,"8105"
,,,"197677451",residential,,"0",,"193.927",,South Fred Shuttlesworth Circle,False,"19071996",,,"197417288",,,"8082"
,,,"197590001",residential,,"0",,"66.03999999999999",,North Cliff Terrace,False,"19064461",,,"197417317",,,"8107"
,,,"197417328",residential,,"0",,"152.881",,West Cliff Lane,False,"19052370",,,"197417317",,,"8106"
,,,"197567118",residential,,"0",,"156.86599999999999",,North Cliff Lane,False,"19068929",,,"197417317",,,"8109"
,,,"197567118",residential,,"0",,"156.86599999999999",,North Cliff Lane,False,"19068929",,,"197417317",,,"8108"
,,,"197418906",residential,,"0","2","169.376",,Terrace Avenue,False,"19052465",,,"197418905",,,"8812"
,,,"197418906",residential,,"0","2","169.376",,Terrace Avenue,False,"19052465",,,"197418905",,,"8811"
,,,"197419122",residential,,"0",,"45.683",,Polk Street,False,"19052476",,,"197419121",,,"8870"
,,,"197541702",residential,,"0","2","560.6139999999999",,"['Morrison Avenue', 'Lowell Avenue']",False,"[19070617, 19066515]",,,"197418913",,,"8829"
,,,"197436312",secondary,,"0","4","253.91199999999998",30 mph,Vine Street,False,"55884278",,,"197419121",,,"8872"
,,,"197436312",secondary,,"0","4","253.91199999999998",30 mph,Vine Street,False,"55884278",,,"197419121",,,"8871"
,,,"197436304",secondary,,"0","4","58.422",30 mph,Vine Street,False,"55884278",,,"197419121",,,"8874"
,,,"197436312",secondary,,"0","4","253.91199999999998",30 mph,Vine Street,False,"55884278",,,"197419121",,,"8873"
,,,"197419348",residential,,"0",,"219.289",,Leyman Drive,False,"19052518",,,"197419325",,,"8959"
,,,"197419348",residential,,"0",,"219.289",,Leyman Drive,False,"19052518",,,"197419325",,,"8958"
,,,"197541702",residential,,"0",,"103.127",,Whitfield Avenue,False,"19061568",,,"197418911",,,"8822"
,,,"197541704",residential,,"0",,"95.232",,Whitfield Avenue,False,"19061568",,,"197418911",,,"8821"
,,,"197541702",residential,,"0","2","560.6139999999999",,"['Morrison Avenue', 'Lowell Avenue']",False,"[19070617, 19066515]",,,"197418913",,,"8824"
,,,"197583915",residential,,"0","2","99.282",,Morrison Avenue,False,"19070617",,,"197418913",,,"8823"
,,,"197541702",residential,,"0","2","560.6139999999999",,"['Morrison Avenue', 'Lowell Avenue']",False,"[19070617, 19066515]",,,"197418913",,,"8826"
,,,"197541702",residential,,"0","2","560.6139999999999",,"['Morrison Avenue', 'Lowell Avenue']",False,"[19070617, 19066515]",,,"197418913",,,"8825"
,,,"197541702",residential,,"0","2","560.6139999999999",,"['Morrison Avenue', 'Lowell Avenue']",False,"[19070617, 19066515]",,,"197418913",,,"8828"
,,,"197541702",residential,,"0","2","560.6139999999999",,"['Morrison Avenue', 'Lowell Avenue']",False,"[19070617, 19066515]",,,"197418913",,,"8827"
,,,"197420916",secondary,,"1","2","107.70200000000001",35 mph,Clifton Avenue,True,"546760756",,,"5283483346",,,"9776"
,,,"197522695",secondary,,"0","4","77.281",35 mph,Clifton Avenue,False,"546760752",,,"197420916",,,"9775"
,,,"197464054",residential,,"0",,"144.375",,Enslin Street,False,"19070781",,,"197420936",,,"9778"
,,,"5283483346",secondary,,"0","2","106.621",35 mph,Clifton Avenue,True,"546760755",,,"197420916",,,"9777"
,,,"371047004",residential,,"0",,"74.61999999999999",,DeVotie Avenue,False,"19052590",,,"197420936",,,"9780"
,,,"197464054",residential,,"0",,"144.375",,Enslin Street,False,"19070781",,,"197420936",,,"9779"
,,,"197420940",residential,,"0",,"148.15900000000002",,DeVotie Avenue,False,"204357160",,,"197420936",,,"9782"
,,,"197420940",residential,,"0",,"148.15900000000002",,DeVotie Avenue,False,"204357160",,,"197420936",,,"9781"
,,,"197490737",tertiary,,"0","2","312.04299999999995",30 mph,Clinton Springs Avenue,False,"180775350",,,"197419325",,,"8961"
,,,"197490737",tertiary,,"0","2","312.04299999999995",30 mph,Clinton Springs Avenue,False,"180775350",,,"197419325",,,"8960"
,,,"197490710",tertiary,,"0","2","93.18900000000001",30 mph,Clinton Springs Avenue,False,"180775350",,,"197419325",,,"8963"
,,,"197490737",tertiary,,"0","2","312.04299999999995",30 mph,Clinton Springs Avenue,False,"180775350",,,"197419325",,,"8962"
,,,"197490737",residential,,"0",,"253.81899999999996",,Red Bud Avenue,False,"19067946",,,"197419348",,,"8965"
,,,"197560360",residential,,"0",,"77.477",,Red Bud Avenue,False,"19067946",,,"197419348",,,"8964"
,,,"197490737",residential,,"0",,"253.81899999999996",,Red Bud Avenue,False,"19067946",,,"197419348",,,"8967"
,,,"197490737",residential,,"0",,"253.81899999999996",,Red Bud Avenue,False,"19067946",,,"197419348",,,"8966"
,,,"197421527",residential,,"0","['2', '3']","133.70000000000002",,Probasco Street,False,"[19052626, 546760740]",,,"197421525",,,"9990"
yes,,,"197486338",residential,,"0","2","173.00799999999998",25 mph,"['Fairview Place', 'Fairview Avenue']",False,"[19062531, 19056479]",,,"197421400",,,"9954"
,,,"652382820",secondary,,"0","['5', '4']","66.083",35 mph,Clifton Avenue,False,"[546760736, 546760744]",,,"197421525",,,"9992"
,,,"1108605423",secondary,,"0","['5', '4']","90.11099999999999",35 mph,Clifton Avenue,False,"[546760745, 546760746, 546760743]",,,"197421525",,,"9991"
,,,"197507259",residential,,"0","2","157.747",,Stratford Avenue,False,"66985254",,,"197421527",,,"9994"
,,,"197421528",residential,,"0","2","99.279",,Probasco Street,False,"237226594",,,"197421527",,,"9993"
,,,"197507878",residential,,"0",,"151.763",,Digby Avenue,False,"19058290",,,"197421528",,,"9996"
,,,"197507259",residential,,"0","2","157.747",,Stratford Avenue,False,"66985254",,,"197421527",,,"9995"
,,,"197421532",residential,,"0",,"382.277",,Marshall Avenue,False,"[79630289, 562411637]",,,"197420940",,,"9784"
,,,"197421532",residential,,"0",,"382.277",,Marshall Avenue,False,"[79630289, 562411637]",,,"197420940",,,"9783"
,,,"197421532",residential,,"0",,"382.277",,Marshall Avenue,False,"[79630289, 562411637]",,,"197420940",,,"9786"
,,,"197421532",residential,,"0",,"382.277",,Marshall Avenue,False,"[79630289, 562411637]",,,"197420940",,,"9785"
yes,,,"197421400",residential,,"0",,"93.59",25 mph,Lloyd Place,False,"19052621",,,"197421396",,,"9951"
,,,"197428997",residential,,"0","3","86.088",,Marshall Avenue,False,"[562411637, 320138773]",,,"197420940",,,"9787"
yes,,,"197486338",residential,,"0","2","173.00799999999998",25 mph,"['Fairview Place', 'Fairview Avenue']",False,"[19062531, 19056479]",,,"197421400",,,"9953"
yes,,,"197558490",residential,,"0","2","77.231",25 mph,Fairview Avenue,False,"19062531",,,"197421400",,,"9952"
,,,"197421538",residential,,"0",,"305.013",,"['Probasco Street', 'Maisel Drive', 'Duke Street', 'Hull Street']",False,"[237226600, 19063064, 19059707, 19058549]",,,"197421534",,,"10006"
,,,"197421538",residential,,"0",,"305.013",,"['Probasco Street', 'Maisel Drive', 'Duke Street', 'Hull Street']",False,"[237226600, 19063064, 19059707, 19058549]",,,"197421534",,,"10005"
,,,"197640723",residential,,"0",,"60.071",,Probasco Court,False,"19069165",,,"197421536",,,"10008"
,,,"197421538",residential,,"0",,"305.013",,"['Probasco Street', 'Maisel Drive', 'Duke Street', 'Hull Street']",False,"[237226600, 19063064, 19059707, 19058549]",,,"197421534",,,"10007"
yes,,,"197571115",secondary,,"0","5","95.00299999999999",35 mph,Jefferson Avenue,False,"[19063309, 329057677, 561979061]",,,"197421922",,,"10120"
,,,"197421538",residential,,"0","2","31.965",,Probasco Street,False,"237226594",,,"197421536",,,"10009"
,,,"197436321",secondary,,"0","['4', '5']","86.13499999999999",30 mph,Vine Street,False,"[561979060, 204335821]",,,"197421922",,,"10122"
,,,"197421922",secondary,,"0","3","39.46",30 mph,Calhoun Street,True,"19065677",,,"387550222",,,"10121"
,,,"197421529",residential,,"0","2","97.813",,Probasco Street,False,"237226594",,,"197421528",,,"9998"
,,,"197507878",residential,,"0",,"151.763",,Digby Avenue,False,"19058290",,,"197421528",,,"9997"
,,,"197421532",residential,,"0","2","208.587",,Probasco Street,False,"237226594",,,"197421529",,,"10000"
,,,"197438936",residential,,"0",,"69.578",,Austin Terrace,False,"19053628",,,"197421529",,,"9999"
,,,"197421534",residential,,"0","2","167.729",,Probasco Street,False,"237226594",,,"197421532",,,"10002"
,,,"197421532",residential,,"0","2","208.587",,Probasco Street,False,"237226594",,,"197421529",,,"10001"
,,,"197421536",residential,,"0","2","64.117",,Probasco Street,False,"237226594",,,"197421534",,,"10004"
,,,"197421534",residential,,"0","2","167.729",,Probasco Street,False,"237226594",,,"197421532",,,"10003"
yes,,,"197421964",secondary,,"0","3","147.27",30 mph,William Howard Taft Road,True,"223417689",,,"197421954",,,"10132"
yes,,,"197589800",residential,,"0","4","86.622",,Eden Avenue,False,"19070784",,,"197421954",,,"10131"
yes,,,"197491890",residential,,"0",,"320.655",,Bellevue Avenue,False,"19072094",,,"197421964",,,"10134"
yes,,,"197421964",secondary,,"0","3","147.27",30 mph,William Howard Taft Road,True,"223417689",,,"197421954",,,"10133"
yes,,,"197491890",residential,,"0",,"320.655",,Bellevue Avenue,False,"19072094",,,"197421964",,,"10136"
yes,,,"197491890",residential,,"0",,"320.655",,Bellevue Avenue,False,"19072094",,,"197421964",,,"10135"
yes,,,"197471098",residential,,"0","2","275.484",30 mph,Highland Avenue,False,"223417691",,,"197421972",,,"10138"
yes,,,"197421972",secondary,,"0","3","133.876",30 mph,William Howard Taft Road,True,"223417689",,,"197421964",,,"10137"
yes,,,"197421933",secondary,,"0","3","214.495",30 mph,William Howard Taft Road,True,"562061737",,,"197421922",,,"10124"
yes,,,"197421933",secondary,,"0","3","214.495",30 mph,William Howard Taft Road,True,"562061737",,,"197421922",,,"10123"
,,,"2880570458",tertiary,,"0","3","72.47800000000001",25 mph,Auburn Avenue,False,"562094390",,,"197421933",,,"10126"
yes,,,"197447669",tertiary,,"0","4","39.452",,Euclid Avenue,False,"562061716",,,"197421933",,,"10125"
,,,"197421939",tertiary_link,,"0",,"41.867",,,True,"56224172",,,"197447669",,,"10128"
yes,,,"197421939",secondary,,"0","4","26.994",30 mph,William Howard Taft Road,True,"562061736",,,"197421933",,,"10127"
yes,,,"197421954",secondary,,"0","['3', '4']","189.53000000000003",30 mph,William Howard Taft Road,True,"[562061736, 223417689, 562061738]",,,"197421939",,,"10130"
yes,,,"197421954",secondary,,"0","['3', '4']","189.53000000000003",30 mph,William Howard Taft Road,True,"[562061736, 223417689, 562061738]",,,"197421939",,,"10129"
,,,"197613189",residential,,"0",,"749.9789999999999",,"['Green Hill Avenue', 'Greendale Avenue', 'Juergens Avenue']",False,"[19052424, 19072154, 19052652]",,,"197422006",,,"10152"
,,,"197613189",residential,,"0",,"749.9789999999999",,"['Green Hill Avenue', 'Greendale Avenue', 'Juergens Avenue']",False,"[19052424, 19072154, 19052652]",,,"197422006",,,"10151"
,,,"197613189",residential,,"0",,"749.9789999999999",,"['Green Hill Avenue', 'Greendale Avenue', 'Juergens Avenue']",False,"[19052424, 19072154, 19052652]",,,"197422006",,,"10154"
,,,"197613189",residential,,"0",,"749.9789999999999",,"['Green Hill Avenue', 'Greendale Avenue', 'Juergens Avenue']",False,"[19052424, 19072154, 19052652]",,,"197422006",,,"10153"
yes,,,"197522714",tertiary,,"0","2","173.999",35 mph,Clifton Avenue,False,"251071296",,,"197422006",,,"10156"
,,,"197613189",residential,,"0",,"749.9789999999999",,"['Green Hill Avenue', 'Greendale Avenue', 'Juergens Avenue']",False,"[19052424, 19072154, 19052652]",,,"197422006",,,"10155"
yes,,,"197424481",tertiary,,"0","2","122.41300000000001",35 mph,Clifton Avenue,False,"251071296",,,"197422006",,,"10158"
yes,,,"197522714",tertiary,,"0","2","173.999",35 mph,Clifton Avenue,False,"251071296",,,"197422006",,,"10157"
yes,,,"197471098",residential,,"0","2","275.484",30 mph,Highland Avenue,False,"223417691",,,"197421972",,,"10140"
yes,,,"197471098",residential,,"0","2","275.484",30 mph,Highland Avenue,False,"223417691",,,"197421972",,,"10139"
,,,"197421972",residential,,"0",,"37.239999999999995",,Hilton Place,True,"562094347",,,"413332203",,,"10142"
yes,,,"197471094",residential,,"0","4","108.97300000000001",25 mph,Highland Avenue,False,"223417694",,,"197421972",,,"10141"
,,,"197613189",residential,,"0",,"749.9789999999999",,"['Green Hill Avenue', 'Greendale Avenue', 'Juergens Avenue']",False,"[19052424, 19072154, 19052652]",,,"197422006",,,"10148"
yes,,,"2880570445",secondary,,"0","4","139.164",30 mph,William Howard Taft Road,True,"371261540",,,"197421972",,,"10143"
,,,"197613189",residential,,"0",,"749.9789999999999",,"['Green Hill Avenue', 'Greendale Avenue', 'Juergens Avenue']",False,"[19052424, 19072154, 19052652]",,,"197422006",,,"10150"
,,,"197613189",residential,,"0",,"749.9789999999999",,"['Green Hill Avenue', 'Greendale Avenue', 'Juergens Avenue']",False,"[19052424, 19072154, 19052652]",,,"197422006",,,"10149"
yes,,,"832351220",residential,,"0","2","20.787",,Brookline Avenue,False,"204191029",,,"197422319",,,"10296"
yes,,,"197618776",residential,,"0","2","24.277",,Moerlein Avenue,False,"19066406",,,"197422235",,,"10261"
